number,weather_main,weather_description,weather_id,weather_icon,position_lat,position_long,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,last_update,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
1,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.58,277.69,278.51,280.03,1018,77,10000,2.57,240,75,"2024-02-27 23:15:21",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
2,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.39,276.21,278.51,280.03,1018,77,10000,4.63,220,40,"2024-02-27 23:17:59",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
3,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.34,276.15,277.58,280.03,1018,78,10000,4.63,220,40,"2024-02-27 23:21:08",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
4,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.58,277.69,278.51,280.03,1018,77,10000,2.57,240,75,"2024-02-27 23:15:21",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
5,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.34,276.15,277.58,280.03,1018,78,10000,4.63,220,40,"2024-02-27 23:21:08",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
6,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.39,276.21,278.51,280.03,1018,77,10000,4.63,220,40,"2024-02-27 23:17:59",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
7,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.34,276.15,277.58,280.03,1018,78,10000,4.63,220,40,"2024-02-27 23:26:33",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
8,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.21,275.99,278.48,279.51,1018,77,10000,4.63,220,40,"2024-02-27 23:59:32",2,2016139,IE,"2024-02-27 07:18:57","2024-02-27 17:57:13",0,2964574,Dublin,200
9,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.85,276.1,277.68,279.4,1018,80,10000,3.6,210,40,"2024-02-28 00:26:21",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
10,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.87,276.13,277.02,279.96,1018,80,10000,3.6,210,40,"2024-02-28 00:55:00",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
11,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.97,276.58,277.77,279.96,1018,80,10000,3.09,200,40,"2024-02-28 01:27:46",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
12,Rain,"light rain",500,10n,53.344,-6.2672,279.26,276.93,278.33,280.58,1017,80,10000,3.09,200,75,"2024-02-28 01:58:16",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
13,Rain,"light rain",500,10n,53.344,-6.2672,279.29,276.64,277.58,280.51,1017,80,10000,3.6,210,75,"2024-02-28 02:27:23",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
14,Rain,"light rain",500,10n,53.344,-6.2672,279.36,276.72,278.51,280.3,1017,80,10000,3.6,210,75,"2024-02-28 02:55:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
15,Rain,"light rain",500,10n,53.344,-6.2672,279.26,276.31,278.33,279.96,1016,80,10000,4.12,170,75,"2024-02-28 03:29:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
16,Rain,"moderate rain",501,10n,53.344,-6.2672,279.66,276.8,279.03,280.3,1015,79,10000,4.12,170,75,"2024-02-28 03:56:08",2,2091862,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
17,Rain,"light rain",500,10n,53.344,-6.2672,279.52,279.52,279.03,280.3,1015,79,10000,1.03,0,75,"2024-02-28 04:29:29",2,2091862,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
18,Rain,"light rain",500,10n,53.344,-6.2672,279.6,278.7,279.03,280.36,1015,79,10000,1.54,0,75,"2024-02-28 04:55:01",2,2091862,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
19,Rain,"light rain",500,10n,53.344,-6.2672,279.61,276.03,278.89,280.68,1014,80,10000,5.66,200,75,"2024-02-28 05:27:33",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
20,Rain,"moderate rain",501,10n,53.344,-6.2672,279.93,276.44,278.89,280.68,1014,78,10000,5.66,200,75,"2024-02-28 05:58:00",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
21,Rain,"moderate rain",501,10n,53.344,-6.2672,280.07,276.42,279.44,280.68,1013,81,10000,6.17,210,75,"2024-02-28 06:27:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
22,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.87,276.16,279.04,280.68,1012,84,10000,6.17,210,75,"2024-02-28 06:55:03",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
23,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.98,276.12,279.03,280.86,1012,88,10000,6.69,210,75,"2024-02-28 07:26:18",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
24,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.21,276.41,279.03,281.07,1012,88,4000,6.69,210,75,"2024-02-28 07:56:26",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
25,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.17,277.05,279.03,283.08,1011,90,6000,8.75,210,75,"2024-02-28 08:29:10",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
26,Rain,"light rain",500,10d,53.344,-6.2672,282.24,278.21,280.15,283.64,1010,90,10000,9.77,210,75,"2024-02-28 08:55:42",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
27,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.42,282.83,280.7,284.4,1010,89,10000,10.8,210,75,"2024-02-28 09:29:17",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
28,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.11,283.56,281.81,284.75,1010,88,10000,9.26,220,75,"2024-02-28 09:57:02",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
29,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.5,283.99,283.48,285.51,1010,88,10000,8.75,220,75,"2024-02-28 10:29:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
30,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.09,284.61,284.51,286.07,1009,87,10000,9.26,220,75,"2024-02-28 10:57:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
31,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.24,284.8,284.19,286.07,1009,88,10000,9.26,230,75,"2024-02-28 11:28:06",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
32,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.56,285.18,284.75,285.91,1009,89,10000,8.23,230,75,"2024-02-28 11:55:08",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
33,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.81,285.43,285.3,286.42,1009,88,10000,8.23,230,75,"2024-02-28 12:28:47",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
34,Rain,"moderate rain",501,10d,53.344,-6.2672,285.94,285.55,285.3,286.42,1008,87,10000,7.72,230,75,"2024-02-28 12:56:54",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
35,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.95,285.58,285.3,286.47,1008,88,10000,6.69,220,75,"2024-02-28 13:27:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
36,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.16,285.81,285.3,286.81,1007,88,10000,6.69,220,75,"2024-02-28 13:59:09",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
37,Drizzle,"light intensity drizzle rain",310,09d,53.344,-6.2672,286.26,285.95,285.3,287.02,1007,89,10000,7.2,220,75,"2024-02-28 14:27:05",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
38,Rain,"moderate rain",501,10d,53.344,-6.2672,286.35,286.02,285.3,287.18,1006,88,4000,6.69,220,75,"2024-02-28 14:59:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
39,Drizzle,"light intensity drizzle rain",310,09d,53.344,-6.2672,286.17,285.88,285.3,287.18,1006,90,6000,7.2,220,75,"2024-02-28 15:26:04",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
40,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.11,285.84,285.3,287.18,1006,91,8000,8.23,230,75,"2024-02-28 15:58:23",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
41,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.11,285.84,285.3,287.18,1005,91,8000,7.72,230,75,"2024-02-28 16:29:36",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
42,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.02,285.74,285.3,286.62,1005,91,10000,8.23,230,75,"2024-02-28 16:55:09",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
43,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.78,285.47,285.3,286.47,1004,91,10000,8.23,230,75,"2024-02-28 17:25:18",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
44,Drizzle,"light intensity drizzle",300,09n,53.344,-6.2672,285.78,285.47,285.3,286.47,1004,91,10000,8.23,230,75,"2024-02-28 17:59:36",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
45,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.75,285.44,285.31,286.25,1003,91,8000,8.75,220,75,"2024-02-28 18:29:04",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
46,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.84,285.49,285.15,286.62,1003,89,8000,8.75,220,75,"2024-02-28 18:57:08",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
47,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,285.69,285.35,285.15,286.14,1003,90,6000,8.75,230,75,"2024-02-28 19:26:39",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
48,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,284.99,284.58,284.2,285.91,1004,90,10000,8.75,230,75,"2024-02-28 19:56:00",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
49,Clouds,"broken clouds",803,04n,53.344,-6.2672,284.53,284.07,284.19,285.36,1003,90,10000,6.69,240,75,"2024-02-28 20:25:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
50,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,284.17,283.68,283.64,285.36,1003,90,10000,6.69,240,75,"2024-02-28 20:58:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
51,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,283.9,283.38,283.51,284.59,1002,90,10000,9.26,240,75,"2024-02-28 21:25:24",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
52,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,283.72,283.21,283.08,284.59,1002,91,10000,9.26,240,75,"2024-02-28 21:58:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
53,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,283.06,279.52,282.53,284.04,1002,90,10000,8.75,250,75,"2024-02-28 22:25:55",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
54,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,282.64,278.97,281.97,283.51,1002,87,10000,8.75,250,75,"2024-02-28 22:58:00",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
55,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.57,278.76,281.97,283.29,1002,86,10000,9.26,250,75,"2024-02-28 23:25:01",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
56,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.07,278.1,281.42,282.68,1002,86,10000,9.26,250,75,"2024-02-28 23:57:02",2,2016139,IE,"2024-02-28 07:16:41","2024-02-28 17:59:07",0,2964574,Dublin,200
57,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.93,277.68,281.42,282.73,1002,85,10000,10.29,250,75,"2024-02-29 00:29:31",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
58,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.47,277.07,281.11,282.18,1002,84,10000,10.29,250,75,"2024-02-29 00:56:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
59,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.01,276.71,280.31,282.02,1002,84,10000,9.26,250,75,"2024-02-29 01:29:29",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
60,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.84,276.48,280.31,281.62,1002,83,10000,9.26,250,75,"2024-02-29 01:58:56",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
61,Clouds,"scattered clouds",802,03n,53.344,-6.2672,280.83,276.6,280.31,281.62,1002,82,10000,8.75,240,40,"2024-02-29 02:29:39",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
62,Clouds,"scattered clouds",802,03n,53.344,-6.2672,280.6,276.3,280,281.07,1002,81,10000,8.75,240,40,"2024-02-29 02:58:25",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
63,Clouds,"scattered clouds",802,03n,53.344,-6.2672,280.32,275.67,279.68,281.07,1001,81,10000,9.77,250,40,"2024-02-29 03:27:00",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
64,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.92,275.14,279.51,280.36,1001,83,10000,9.77,250,40,"2024-02-29 03:58:16",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
65,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.74,275.03,279.2,280.51,1001,81,10000,9.26,250,40,"2024-02-29 04:28:58",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
66,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.75,275.05,279.2,280.51,1002,80,10000,9.26,250,40,"2024-02-29 04:59:28",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
67,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.29,274.89,278.68,279.96,1002,79,10000,7.72,230,40,"2024-02-29 05:29:40",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
68,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.04,274.57,278.47,279.96,1002,81,10000,7.72,230,40,"2024-02-29 05:55:35",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
69,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.89,274.72,277.68,279.96,1002,81,10000,6.69,230,40,"2024-02-29 06:26:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
70,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.93,274.77,277.68,279.96,1001,81,10000,6.69,230,40,"2024-02-29 06:59:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
71,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.17,274.74,278.51,279.96,1001,80,10000,7.72,230,75,"2024-02-29 07:27:17",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
72,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.17,274.74,278.51,279.96,1001,80,10000,7.72,230,75,"2024-02-29 07:55:56",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
73,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.08,274.62,278.33,279.96,1001,80,10000,7.72,230,75,"2024-02-29 08:26:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
74,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.23,274.81,278.51,279.96,1002,80,10000,7.72,230,40,"2024-02-29 08:56:00",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
75,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.29,274.44,278.51,280.15,1002,80,10000,9.26,230,75,"2024-02-29 09:29:41",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
76,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.51,274.73,278.68,280.7,1001,79,10000,9.26,230,75,"2024-02-29 09:56:26",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
77,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.8,275.25,279.44,280.3,1001,81,10000,8.75,240,40,"2024-02-29 10:28:06",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
78,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.52,275.81,279.68,281.81,1001,77,10000,10.29,230,40,"2024-02-29 10:59:41",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
79,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.94,276.37,280.31,282.37,1001,76,10000,10.29,240,40,"2024-02-29 11:28:53",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
80,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281,276.69,280.31,281.81,1001,75,10000,9.26,240,40,"2024-02-29 11:58:16",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
81,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.38,277.6,280.51,282.92,1000,72,10000,7.72,240,40,"2024-02-29 12:27:46",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
82,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.95,278.07,281.42,282.36,1000,69,10000,8.75,240,40,"2024-02-29 12:58:02",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
83,Rain,"moderate rain",501,10d,53.344,-6.2672,282.07,278.64,281.42,282.91,1000,67,10000,7.2,250,40,"2024-02-29 13:29:14",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
84,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.91,277.31,280.03,283.48,1000,67,10000,6.69,250,40,"2024-02-29 13:57:10",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
85,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.28,276.69,279.68,281.62,999,73,10000,6.17,230,40,"2024-02-29 14:25:30",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
86,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.43,274.92,277.68,282.58,1000,75,10000,8.23,240,40,"2024-02-29 14:58:54",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
87,Rain,"moderate rain",501,10d,53.344,-6.2672,279.28,275.05,278.08,280.51,999,75,10000,7.2,240,40,"2024-02-29 15:25:55",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
88,Clouds,"scattered clouds",802,03d,53.344,-6.2672,278.93,274.77,277.53,280.51,999,77,10000,6.69,220,40,"2024-02-29 15:59:42",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
89,Clouds,"scattered clouds",802,03d,53.344,-6.2672,278.92,274.76,278.08,279.75,999,80,10000,6.69,230,40,"2024-02-29 16:28:46",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
90,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.18,274.92,278.08,279.96,999,77,10000,7.2,230,40,"2024-02-29 16:55:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
91,Rain,"light intensity shower rain",520,09d,53.344,-6.2672,277.32,272.34,275.68,279.04,999,86,10000,7.72,260,40,"2024-02-29 17:28:58",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
92,Clouds,"scattered clouds",802,03d,53.344,-6.2672,277.33,274.6,276.97,278.48,998,86,10000,3.09,230,40,"2024-02-29 17:59:43",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
93,Clouds,"few clouds",801,02n,53.344,-6.2672,276.93,273.76,276.51,277.92,998,86,10000,3.6,230,20,"2024-02-29 18:29:43",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
94,Clouds,"few clouds",801,02n,53.344,-6.2672,276.75,273.22,275.68,277.73,998,86,10000,4.12,220,20,"2024-02-29 18:57:40",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
95,Clouds,"few clouds",801,02n,53.344,-6.2672,276.75,272.2,275.7,277.73,997,83,10000,6.17,220,20,"2024-02-29 19:29:43",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
96,Clouds,"few clouds",801,02n,53.344,-6.2672,276.58,271.98,275.55,277.25,997,81,10000,6.17,220,20,"2024-02-29 19:57:01",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
97,Clouds,"few clouds",801,02n,53.344,-6.2672,276.43,272.26,275.15,277.25,997,80,10000,5.14,210,20,"2024-02-29 20:29:37",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
98,Clouds,"few clouds",801,02n,53.344,-6.2672,276.31,272.11,275.14,277.73,997,80,10000,5.14,210,20,"2024-02-29 20:58:31",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
99,Clouds,"few clouds",801,02n,53.344,-6.2672,276.29,272.09,275.14,277.52,996,80,10000,5.14,180,20,"2024-02-29 21:29:17",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
100,Clouds,"few clouds",801,02n,53.344,-6.2672,275.89,271.59,275,277.18,995,81,10000,5.14,180,20,"2024-02-29 21:55:04",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
101,Clouds,"broken clouds",803,04n,53.344,-6.2672,276.08,272.73,274.59,277.18,994,80,10000,3.6,110,75,"2024-02-29 22:25:59",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
102,Clouds,"broken clouds",803,04n,53.344,-6.2672,276.42,273.14,274.8,277.73,994,80,10000,3.6,150,75,"2024-02-29 22:55:20",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
103,Clouds,"broken clouds",803,04n,53.344,-6.2672,276.78,273.58,274.8,277.53,992,81,10000,3.6,150,75,"2024-02-29 23:28:06",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
104,Clouds,"broken clouds",803,04n,53.344,-6.2672,276.9,273.73,275.36,278.08,991,82,10000,3.6,130,75,"2024-02-29 23:54:55",2,2016139,IE,"2024-02-29 07:14:24","2024-02-29 18:01:02",0,2964574,Dublin,200
105,Rain,"light rain",500,10n,53.344,-6.2672,277.1,273.65,275.91,278.08,990,81,10000,4.12,150,75,"2024-03-01 00:28:01",2,2016139,IE,"2024-03-01 07:12:06","2024-03-01 18:02:56",0,2964574,Dublin,200
106,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.02,273.55,275.91,277.73,989,83,10000,4.12,110,75,"2024-03-01 00:55:00",2,2016139,IE,"2024-03-01 07:12:06","2024-03-01 18:02:56",0,2964574,Dublin,200
107,Rain,"light rain",500,10n,53.344,-6.2672,277.02,273,275.91,278.08,988,87,10000,5.14,110,75,"2024-03-01 01:26:36",2,2016139,IE,"2024-03-01 07:12:06","2024-03-01 18:02:56",0,2964574,Dublin,200
108,Rain,"light rain",500,10n,53.344,-6.2672,277.03,273.02,276.11,278.13,987,88,10000,5.14,110,75,"2024-03-01 01:57:58",2,2016139,IE,"2024-03-01 07:12:06","2024-03-01 18:02:56",0,2964574,Dublin,200
